id,original_id,prompt_id,text_type,flesch_kincaid_grade,flesch_reading_ease,gunning_fog,smog_index,dale_chall,avg_sentence_length,subordinate_clauses,avg_word_length,lexical_density,type_token_ratio,passive_ratio,errors,transitions,subjectivity,formality,complexity,analyzed_at
87,44,44,prompt,1.3,92.8,1.6,0.0,11.73,5.0,0.0,4.2,0.6,1.0,0.0,0,0,0.0,0.0,2.3,2025-03-22 18:00:36
88,44,44,response,11.9,49.15,13.74,13.5,9.85,25.1428571428571,0.571428571428571,4.94318181818182,0.478021978021978,0.613636363636364,0.285714285714286,1,0,0.436904761904762,0.0,12.5069597069597,2025-03-22 18:00:36
89,45,45,prompt,-1.9,117.16,2.0,0.0,10.2,6.0,0.0,3.5,0.5,1.0,0.0,0,0,0.5,0.0,1.53333333333333,2025-03-22 18:00:36
90,45,45,response,7.9,70.33,10.72,10.8,9.13,20.6,0.4,3.98058252427184,0.485436893203883,0.699029126213592,0.0,0,0,0.64,0.0,9.66181229773463,2025-03-22 18:00:36
91,46,46,prompt,7.2,50.5,11.6,0.0,7.78,5.0,0.0,4.8,0.0,1.0,0.0,0,0,0.0,0.0,4.06666666666667,2025-03-22 18:00:36
92,46,46,response,17.2,19.1,18.16,18.7,11.49,30.0,0.6,5.28,0.519736842105263,0.693333333333333,0.2,1,0,0.302830940988836,0.0,15.9065789473684,2025-03-22 18:00:37
93,47,47,prompt,3.3,87.72,8.04,0.0,7.59,10.0,0.0,3.9,0.2,0.8,0.0,0,0,0.0,0.0,4.5,2025-03-22 18:00:37
94,47,47,response,9.1,56.25,11.33,0.0,10.7,20.0,0.0,3.85,0.3,0.625,0.5,0,0,0.166666666666667,0.0,9.8,2025-03-22 18:00:37
95,48,48,prompt,0.9,104.64,3.6,0.0,7.59,9.0,0.0,3.44444444444444,0.444444444444444,0.888888888888889,0.0,0,0,0.3,0.0,3.44814814814815,2025-03-22 18:00:37
96,48,48,response,13.2,40.18,15.86,16.0,10.87,26.7142857142857,0.0,4.69251336898396,0.444444444444444,0.556149732620321,0.230769230769231,0,1,0.459369274136716,0.0,13.4529100529101,2025-03-22 18:00:37
97,49,49,prompt,1.7,102.61,4.4,0.0,7.05,12.0,0.0,3.66666666666667,0.25,0.916666666666667,0.0,0,0,0.333333333333333,0.0,4.65,2025-03-22 18:00:37
98,49,49,response,7.7,70.84,8.46,9.7,9.35,20.0,0.0,4.36666666666667,0.32258064516129,0.666666666666667,1.0,0,0,0.316666666666667,0.0,9.34086021505376,2025-03-22 18:00:37
99,50,50,prompt,6.4,74.19,8.46,0.0,8.84,14.0,0.0,4.42857142857143,0.571428571428571,0.928571428571429,0.0,0,0,0.6,0.0,6.99047619047619,2025-03-22 18:00:37
100,50,50,response,10.9,46.37,10.49,12.0,8.89,18.7777777777778,0.05,5.10650887573965,0.502702702702703,0.511834319526627,0.05,0,0,0.375735294117647,0.0,10.0601601601602,2025-03-22 18:00:37
101,51,51,prompt,8.8,51.85,8.04,0.0,8.49,11.0,0.0,5.18181818181818,0.636363636363636,0.909090909090909,0.0,0,0,0.5,0.0,6.81212121212121,2025-03-22 18:00:37
102,51,51,response,13.5,23.43,13.0,14.6,10.32,16.375,0.0833333333333333,5.47328244274809,0.516746411483254,0.575063613231552,0.0,0,0,0.379615727409845,0.0,10.1305821371611,2025-03-22 18:00:38
103,52,52,prompt,3.6,97.54,6.4,0.0,7.39,18.0,0.0,3.33333333333333,0.111111111111111,0.888888888888889,0.0,0,0,0.0,0.0,7.23703703703704,2025-03-22 18:00:38
104,52,52,response,6.8,84.0,10.94,10.5,7.94,24.0,0.0,3.91666666666667,0.180555555555556,0.597222222222222,0.666666666666667,0,0,0.455555555555556,0.0,10.3268518518519,2025-03-22 18:00:38
105,53,53,prompt,3.3,93.14,4.8,0.0,6.86,13.0,0.0,4.15384615384615,0.461538461538462,0.846153846153846,0.0,1,0,0.0,0.0,5.58717948717949,2025-03-22 18:00:38
106,53,53,response,11.8,49.45,12.5,13.1,9.65,25.0714285714286,0.333333333333333,4.5954415954416,0.527932960893855,0.521367521367521,0.0666666666666667,6,1,0.365041208791209,0.0,12.4664538441075,2025-03-22 18:00:38
107,54,54,prompt,0.9,104.64,3.6,0.0,7.59,9.0,0.0,3.66666666666667,0.444444444444444,0.888888888888889,0.0,0,0,0.3,0.0,3.44814814814815,2025-03-22 18:00:38
108,54,54,response,8.1,75.03,9.53,0.0,9.48,16.3333333333333,0.0,4.04081632653061,0.270833333333333,0.775510204081633,0.0,0,0,0.1,0.0,8.23472222222222,2025-03-22 18:00:38
109,55,55,prompt,0.1,106.67,2.8,0.0,6.24,9.0,0.0,3.44444444444444,0.555555555555556,1.0,0.0,0,0,0.783333333333333,0.0,3.21851851851852,2025-03-22 18:00:38
110,55,55,response,6.8,73.17,9.33,10.1,8.06,17.75,0.25,3.98591549295775,0.535211267605634,0.619718309859155,0.25,0,1,0.608333333333333,0.0,8.36173708920188,2025-03-22 18:00:38
111,56,56,prompt,3.3,93.14,4.8,0.0,8.18,14.0,0.0,3.57142857142857,0.285714285714286,1.0,0.0,0,0,0.5,0.0,5.86190476190476,2025-03-22 18:00:38
112,56,56,response,10.0,64.75,12.75,12.5,9.75,27.3333333333333,0.666666666666667,4.09756097560976,0.383720930232558,0.695121951219512,0.333333333333333,1,0,0.496428571428571,0.0,12.5723514211886,2025-03-22 18:00:39
113,57,57,prompt,4.4,95.51,7.2,0.0,5.41,19.0,0.0,3.52631578947368,0.368421052631579,0.842105263157895,0.0,0,0,0.3,0.0,7.92280701754386,2025-03-22 18:00:39
114,57,57,response,11.7,49.55,13.83,14.3,9.39,23.8,0.2,4.46218487394958,0.479674796747968,0.621848739495798,0.0,1,0,0.418333333333333,0.0,11.9932249322493,2025-03-22 18:00:39
115,58,58,prompt,2.9,94.15,4.4,0.0,7.05,12.0,0.0,4.25,0.25,1.0,0.0,0,0,0.75,0.0,5.05,2025-03-22 18:00:39
116,58,58,response,9.7,60.24,11.06,12.0,9.65,23.0,0.0,4.37391304347826,0.403508771929825,0.773913043478261,0.0,1,0,0.521969696969697,0.0,11.0345029239766,2025-03-22 18:00:39
117,59,59,prompt,2.9,88.74,8.2,0.0,7.98,9.0,0.0,3.33333333333333,0.555555555555556,1.0,0.0,0,0,0.6,0.0,4.15185185185185,2025-03-22 18:00:39
118,59,59,response,13.0,35.47,13.32,14.6,10.4,21.5,0.136363636363636,5.17758985200846,0.518145161290323,0.530655391120507,0.272727272727273,0,0,0.576524577572965,0.0,11.6727150537634,2025-03-22 18:00:39
119,60,60,prompt,8.0,70.13,11.64,0.0,8.04,19.0,0.0,3.94736842105263,0.315789473684211,0.842105263157895,0.0,0,0,0.7,0.0,9.10526315789474,2025-03-22 18:00:39
120,60,60,response,11.0,51.38,14.25,14.2,10.31,22.375,0.125,4.55307262569832,0.447513812154696,0.608938547486034,0.25,0,0,0.542105263157895,0.0,11.2741712707182,2025-03-22 18:00:39
121,61,61,prompt,-2.7,119.19,1.2,0.0,9.05,4.0,0.0,2.75,0.0,1.0,0.0,0,0,0.0,0.0,0.433333333333333,2025-03-22 18:00:40
122,61,61,response,18.9,20.05,21.25,0.0,11.59,40.5,0.5,4.76543209876543,0.404761904761905,0.802469135802469,0.0,1,1,0.418939393939394,0.0123456790123457,19.9349206349206,2025-03-22 18:00:40
123,62,62,prompt,10.0,32.56,18.0,0.0,10.2,6.0,0.0,5.0,0.5,1.0,0.0,0,0,0.1,0.0,5.5,2025-03-22 18:00:40
124,62,62,response,14.4,26.4,15.83,16.6,10.36,22.3333333333333,0.384615384615385,5.28358208955224,0.460431654676259,0.559701492537313,0.307692307692308,1,0,0.382619047619047,0.0,12.3979216626699,2025-03-22 18:00:40
125,63,63,prompt,11.5,28.5,21.38,0.0,12.86,11.0,0.0,5.54545454545455,0.363636363636364,1.0,0.0,0,0,0.0,0.0,7.62121212121212,2025-03-22 18:00:40
126,63,63,response,9.5,49.82,14.43,0.0,9.14,15.0,1.0,4.73333333333333,0.266666666666667,0.8,0.0,0,0,0.0,0.0,8.25555555555555,2025-03-22 18:00:40
127,64,64,prompt,4.4,79.26,3.6,0.0,9.35,10.0,0.0,4.3,0.6,1.0,0.0,0,0,0.5,0.0,5.0,2025-03-22 18:00:40
128,64,64,response,9.1,61.67,11.27,12.0,8.99,21.0,0.0833333333333333,4.39285714285714,0.469230769230769,0.503968253968254,0.25,0,0,0.531493506493506,0.0,10.1897435897436,2025-03-22 18:00:40
129,65,65,prompt,9.5,49.82,11.35,0.0,7.93,13.0,0.0,4.46153846153846,0.461538461538462,0.846153846153846,0.0,0,0,0.3,0.0,7.65384615384615,2025-03-22 18:00:40
130,65,65,response,7.9,75.54,12.21,0.0,9.19,13.0,0.0,3.53846153846154,0.32,0.961538461538462,0.0,1,0,0.672222222222222,0.0,7.07333333333333,2025-03-22 18:00:40
131,66,66,prompt,4.8,89.08,6.4,0.0,8.38,19.0,0.0,3.57894736842105,0.105263157894737,0.842105263157895,0.0,0,0,0.0,0.0,7.96842105263158,2025-03-22 18:00:40
132,66,66,response,9.9,54.32,10.7,11.7,9.3,20.0,0.0666666666666667,4.175,0.289156626506024,0.495833333333333,0.133333333333333,0,0,0.545535714285714,0.0,10.0630522088353,2025-03-22 18:00:41
133,67,67,prompt,10.0,37.98,18.2,0.0,11.93,13.0,0.0,4.53846153846154,0.384615384615385,0.846153846153846,0.0,0,0,0.5,0.0,7.7948717948718,2025-03-22 18:00:41
134,67,67,response,16.5,15.51,14.92,18.3,10.28,28.3333333333333,0.0769230769230769,5.33235294117647,0.488636363636364,0.5,0.0769230769230769,0,1,0.441883116883117,0.0,15.1073232323232,2025-03-22 18:00:41
135,68,68,prompt,2.1,90.77,2.4,0.0,9.2,7.0,0.0,3.42857142857143,0.285714285714286,1.0,0.0,0,0,0.1125,0.0,3.12857142857143,2025-03-22 18:00:41
136,68,68,response,14.7,25.69,15.88,16.4,10.45,23.6470588235294,0.25,5.3681592039801,0.467153284671533,0.512437810945274,0.0625,0,0,0.372967479674797,0.0,12.9380707027336,2025-03-22 18:00:41
137,69,69,prompt,5.2,71.82,13.2,0.0,9.95,8.0,0.0,5.75,0.375,1.0,0.0,0,0,0.0,0.0,4.525,2025-03-22 18:00:41
138,69,69,response,8.3,63.9,9.69,10.7,9.82,19.0833333333333,0.0,4.4235807860262,0.388429752066116,0.510917030567686,0.0,0,0,0.404444444444445,0.0,9.25725436179982,2025-03-22 18:00:42
139,70,70,prompt,0.5,105.66,3.2,0.0,9.95,8.0,0.0,4.375,0.625,1.0,0.0,0,0,1.0,0.0,3.04166666666667,2025-03-22 18:00:42
