id,original_id,prompt_id,text_type,flesch_kincaid_grade,flesch_reading_ease,gunning_fog,smog_index,dale_chall,avg_sentence_length,subordinate_clauses,avg_word_length,lexical_density,type_token_ratio,passive_ratio,errors,transitions,subjectivity,formality,complexity,analyzed_at
18,9,9,response,14.9,25.19,16.24,16.4,10.78,23.8125,0.222222222222222,5.26246719160105,0.479318734793187,0.593175853018373,0.0555555555555556,0,0,0.428709856035438,0.0,13.0639395782644,2025-03-22 17:07:09
19,10,10,prompt,0.5,100.24,2.0,0.0,13.36,6.0,0.0,4.0,0.0,1.0,0.0,0,0,0.0,0.0,2.16666666666667,2025-03-22 17:07:09
20,10,10,response,11.1,45.66,11.51,13.1,9.86,24.6428571428571,0.0,4.74202898550725,0.401098901098901,0.515942028985507,0.3125,0,0,0.485059523809524,0.0,12.0479853479853,2025-03-22 17:07:09
21,11,11,prompt,3.7,75.88,11.6,0.0,11.73,5.0,0.0,4.2,0.0,1.0,0.0,0,0,0.0,0.0,2.9,2025-03-22 17:07:09
22,11,11,response,12.9,41.09,15.86,15.9,11.29,28.1111111111111,0.0,4.76679841897233,0.2890625,0.529644268774704,0.0,0,0,0.386826599326599,0.0,13.766724537037,2025-03-22 17:07:09
23,12,12,prompt,3.6,97.54,6.4,0.0,14.3,17.0,0.0,3.76470588235294,0.294117647058824,1.0,0.0,0,0,0.0,0.0,6.96470588235294,2025-03-22 17:07:10
24,12,12,response,6.5,73.88,10.37,10.5,12.42,24.0,0.0,4.58333333333333,0.375,0.833333333333333,0.0,0,0,0.55,0.0,10.2916666666667,2025-03-22 17:07:10
25,13,13,prompt,6.8,67.76,9.8,0.0,11.47,13.5,0.0,4.2962962962963,0.407407407407407,0.888888888888889,0.0,0,0,0.596296296296296,0.0,6.90246913580247,2025-03-22 17:07:10
26,13,13,response,22.2,-53.06,29.07,0.0,17.09,11.0,0.0,5.0,0.545454545454545,0.636363636363636,0.0,0,0,0.0,0.0,11.2484848484849,2025-03-22 17:07:10
27,14,14,prompt,1.3,92.8,1.6,0.0,7.78,5.0,0.0,3.0,0.2,1.0,0.0,0,0,0.0,0.0,2.16666666666667,2025-03-22 17:07:10
28,14,14,response,8.8,57.06,10.46,11.2,8.89,16.0,0.0,4.43269230769231,0.473451327433628,0.524038461538462,0.307692307692308,0,0,0.320324283559578,0.0,8.42448377581121,2025-03-22 17:07:10
29,15,15,prompt,0.5,100.24,2.0,0.0,0.25,6.0,0.0,3.16666666666667,0.333333333333333,1.0,0.0,0,0,0.0,0.0,2.27777777777778,2025-03-22 17:07:10
30,15,15,response,7.5,65.93,9.34,10.5,8.98,16.76,0.08,4.30310262529833,0.44,0.579952267303103,0.04,3,0,0.438380138380138,0.0,8.23333333333333,2025-03-22 17:07:11
31,16,16,prompt,3.6,92.12,5.2,0.0,9.14,14.0,0.0,4.71428571428571,0.285714285714286,0.857142857142857,0.0,0,0,0.4,0.0,5.96190476190476,2025-03-22 17:07:11
32,16,16,response,18.1,32.91,22.57,0.0,12.59,49.0,0.0,4.55102040816327,0.288461538461538,0.775510204081633,1.0,0,0,0.383333333333333,0.0,22.4628205128205,2025-03-22 17:07:11
33,17,17,prompt,1.3,92.8,1.6,0.0,11.73,5.0,0.0,4.0,0.4,1.0,0.0,0,0,0.0,0.0,2.23333333333333,2025-03-22 17:07:11
34,17,17,response,13.5,28.64,14.11,15.4,10.06,19.6,0.08,5.37244897959184,0.496350364963504,0.512755102040816,0.16,0,0,0.37843137254902,0.0,11.1987834549878,2025-03-22 17:07:11
35,18,18,prompt,3.3,93.14,4.8,0.0,6.86,13.0,1.0,4.23076923076923,0.384615384615385,1.0,0.0,0,0,1.0,0.0,5.56153846153846,2025-03-22 17:07:11
36,18,18,response,6.7,73.47,7.66,9.5,7.63,12.6857142857143,0.0606060606060606,4.3536036036036,0.437627811860941,0.43018018018018,0.0,4,0,0.537143699212665,0.0,6.60778069919174,2025-03-22 17:07:12
37,19,19,prompt,2.9,83.32,10.0,0.0,10.2,6.0,0.0,3.83333333333333,0.333333333333333,1.0,0.0,0,0,0.0,0.0,3.07777777777778,2025-03-22 17:07:12
38,19,19,response,12.6,47.32,13.94,14.6,9.55,27.25,0.125,4.8256880733945,0.470588235294118,0.527522935779817,0.625,0,0,0.447463768115942,0.0,13.4401960784314,2025-03-22 17:07:12
39,20,20,prompt,10.3,36.96,16.93,0.0,12.86,11.0,0.0,5.18181818181818,0.363636363636364,1.0,0.0,0,0,0.0,0.0,7.22121212121212,2025-03-22 17:07:12
40,20,20,response,9.2,50.84,11.47,12.3,9.68,13.7142857142857,0.0,4.57291666666667,0.428571428571429,0.635416666666667,0.125,0,0,0.427777777777778,0.0,7.78095238095238,2025-03-22 17:07:12
41,21,21,prompt,3.3,87.72,3.6,0.0,9.35,10.0,0.0,3.9,0.6,1.0,0.0,0,0,0.5,0.0,4.63333333333333,2025-03-22 17:07:12
42,21,21,response,19.7,28.85,24.42,0.0,12.11,48.0,0.0,4.875,0.413793103448276,0.8125,1.0,0,0,0.422777777777778,0.0,22.7045977011494,2025-03-22 17:07:12
43,22,22,prompt,6.8,73.17,8.67,0.0,8.59,16.0,0.0,4.1875,0.5,0.875,0.0,0,0,0.45,0.0,7.76666666666667,2025-03-22 17:07:13
44,22,22,response,7.7,76.25,9.43,9.7,11.11,23.3333333333333,0.0,4.1,0.3,0.728571428571429,0.333333333333333,0,0,0.508333333333333,0.0,10.4444444444444,2025-03-22 17:07:13
45,23,23,prompt,2.1,96.18,3.6,0.0,9.35,12.0,0.0,3.91666666666667,0.333333333333333,1.0,0.0,0,0,0.0,0.0,4.81111111111111,2025-03-22 17:07:13
46,23,23,response,8.7,62.68,11.51,11.2,10.05,18.6666666666667,0.0,4.44642857142857,0.410714285714286,0.821428571428571,0.333333333333333,0,0,0.592857142857143,0.0,9.25912698412698,2025-03-22 17:07:13
47,24,24,prompt,0.1,106.67,2.8,0.0,6.24,8.0,0.0,3.75,0.5,1.0,0.0,0,0,0.288888888888889,0.0,2.86666666666667,2025-03-22 17:07:13
48,24,24,response,9.3,55.74,10.74,12.1,9.0,18.52,0.0740740740740741,4.47300215982721,0.435146443514644,0.47732181425486,0.0740740740740741,0,0,0.495045045045045,0.0,9.41838214783821,2025-03-22 17:07:13
49,25,25,prompt,-2.3,118.18,1.6,0.0,7.78,5.0,0.0,2.4,0.2,1.0,0.0,0,0,0.0,0.0,0.966666666666667,2025-03-22 17:07:13
50,25,25,response,9.2,66.78,11.34,10.1,8.41,27.75,0.25,3.65765765765766,0.315315315315315,0.513513513513514,0.25,3,0,0.386111111111111,0.0,12.4217717717718,2025-03-22 17:07:14
51,26,26,prompt,14.6,31.21,16.16,0.0,10.96,24.0,0.0,5.08333333333333,0.375,0.833333333333333,0.0,0,0,0.6,0.0,12.9916666666667,2025-03-22 17:07:14
52,26,26,response,16.3,21.53,15.63,16.9,10.71,27.4,0.0,5.37956204379562,0.344594594594595,0.591240875912409,0.285714285714286,0,0,0.476190476190476,0.0,14.6815315315315,2025-03-22 17:07:14
53,27,27,prompt,11.1,67.42,12.98,0.0,7.25,37.0,0.0,3.27027027027027,0.378378378378378,0.675675675675676,0.0,0,0,0.05,0.0,16.1594594594595,2025-03-22 17:07:14
54,27,27,response,13.8,60.32,15.51,0.0,7.62,38.0,0.0,4.10526315789474,0.372093023255814,0.868421052631579,0.0,0,0,0.0,0.0,17.3906976744186,2025-03-22 17:07:14
55,28,28,prompt,9.2,45.42,12.49,0.0,12.86,11.0,0.0,5.0,0.363636363636364,1.0,0.0,0,0,0.0,0.0,6.85454545454545,2025-03-22 17:07:14
56,28,28,response,7.1,61.53,5.97,10.1,9.39,11.25,0.0,4.71111111111111,0.32,0.644444444444444,0.0,0,0,0.43,0.0,6.22333333333333,2025-03-22 17:07:14
57,29,29,prompt,8.0,53.88,12.49,0.0,9.35,10.0,0.0,4.3,0.2,1.0,0.0,0,0,0.45,0.0,6.06666666666667,2025-03-22 17:07:14
58,29,29,response,10.0,53.92,12.72,13.0,10.44,20.0,0.25,4.425,0.463414634146342,0.725,0.0,0,1,0.348372781065089,0.0,10.1544715447154,2025-03-22 17:07:15
59,30,30,prompt,2.5,89.75,2.8,0.0,8.5,8.0,0.0,3.625,0.25,1.0,0.0,0,0,0.0,0.0,3.58333333333333,2025-03-22 17:07:15
60,30,30,response,8.2,69.41,9.62,8.8,9.08,20.6666666666667,0.0,4.30645161290323,0.209677419354839,0.629032258064516,0.333333333333333,0,0,0.1,0.0,9.6921146953405,2025-03-22 17:07:15
61,31,31,prompt,0.9,99.23,2.4,0.0,9.2,6.0,0.0,4.5,0.166666666666667,1.0,0.0,0,0,0.3,0.0,2.35555555555556,2025-03-22 17:07:15
62,31,31,response,13.0,40.89,13.15,14.6,9.28,27.0,0.153846153846154,4.65107212475634,0.392193308550186,0.489278752436647,0.307692307692308,4,0,0.485627790668113,0.0,13.4640644361834,2025-03-22 17:07:15
63,32,32,prompt,2.5,95.17,4.0,0.0,8.87,10.0,0.0,3.8,0.1,1.0,0.0,0,0,0.0,0.0,4.2,2025-03-22 17:07:15
64,32,32,response,6.6,79.09,7.0,0.0,9.92,20.0,0.0,3.575,0.25,0.85,1.0,0,0,0.5,0.0,8.95,2025-03-22 17:07:15
65,33,33,prompt,0.5,105.66,3.2,0.0,9.95,9.0,0.0,3.66666666666667,0.111111111111111,1.0,0.0,0,0,0.15,0.0,3.2037037037037,2025-03-22 17:07:16
66,33,33,response,12.7,47.12,15.9,14.7,10.16,27.6666666666667,0.333333333333333,4.67871485943775,0.39922480620155,0.586345381526104,0.222222222222222,0,1,0.434264069264069,0.0,13.5886304909561,2025-03-22 17:07:16
67,34,34,prompt,-2.3,118.18,1.6,0.0,7.78,4.0,0.0,3.25,0.25,1.0,0.0,0,0,0.0,0.0,0.65,2025-03-22 17:07:16
68,34,34,response,11.3,39.74,11.2,12.9,9.13,17.375,0.0,4.95203836930456,0.400911161731207,0.465227817745803,0.24,1,0,0.453929924242424,0.0,9.69197038724374,2025-03-22 17:07:16
69,35,35,prompt,9.2,34.59,14.53,0.0,9.05,4.0,0.0,4.75,0.25,1.0,0.0,0,0,0.0,0.0,4.48333333333333,2025-03-22 17:07:16
70,35,35,response,16.1,21.94,16.08,17.9,9.88,27.2727272727273,0.272727272727273,5.20333333333333,0.498381877022654,0.503333333333333,0.0909090909090909,0,0,0.328505291005291,0.0,14.6237030499166,2025-03-22 17:07:16
71,36,36,prompt,5.6,76.22,8.13,0.0,5.55,13.0,0.0,3.84615384615385,0.461538461538462,0.846153846153846,0.0,0,0,0.6,0.0,6.35384615384615,2025-03-22 17:07:17
72,36,36,response,11.9,38.21,14.07,14.3,10.52,18.2352941176471,0.0,5.11290322580645,0.44311377245509,0.603225806451613,0.0,2,0,0.637537537537538,0.0,10.192802630034,2025-03-22 17:07:17
73,37,37,prompt,2.9,83.32,10.0,0.0,10.2,6.0,0.0,5.33333333333333,0.333333333333333,1.0,0.0,0,0,0.0,0.0,3.07777777777778,2025-03-22 17:07:17
74,37,37,response,14.2,21.6,14.42,15.1,11.22,18.8,0.0,5.64893617021277,0.553191489361702,0.606382978723404,0.2,0,0,0.0714285714285714,0.0,11.1843971631206,2025-03-22 17:07:17
75,38,38,prompt,3.7,81.29,8.51,0.0,10.75,7.0,0.0,4.85714285714286,0.428571428571429,1.0,0.0,0,0,0.0,0.0,3.70952380952381,2025-03-22 17:07:17
76,38,38,response,8.7,68.1,11.0,12.6,8.38,23.0,0.0,4.17391304347826,0.33695652173913,0.58695652173913,0.5,0,0,0.141666666666667,0.0,10.6789855072464,2025-03-22 17:07:17
77,39,39,prompt,2.1,90.77,9.07,0.0,9.2,7.0,0.0,3.57142857142857,0.142857142857143,1.0,0.0,0,0,0.0,0.0,3.08095238095238,2025-03-22 17:07:17
78,39,39,response,9.5,49.92,9.57,11.5,9.39,13.5365853658537,0.024390243902439,4.83423423423423,0.400958466453674,0.526126126126126,0.024390243902439,1,0,0.5657605466429,0.0,7.81251461076911,2025-03-22 17:07:18
79,40,40,prompt,1.3,92.8,1.6,0.0,11.73,7.0,0.0,3.14285714285714,0.0,1.0,0.0,0,0,0.0,0.0,2.76666666666667,2025-03-22 17:07:18
80,40,40,response,12.5,42.11,13.57,13.6,10.3,24.75,0.0,4.68181818181818,0.345,0.555555555555556,0.5,0,0,0.482692307692308,0.0,12.5316666666667,2025-03-22 17:07:18
81,41,41,prompt,15.4,40.01,20.14,0.0,10.78,31.0,0.0,4.90322580645161,0.516129032258065,0.774193548387097,0.0,0,0,0.416666666666667,0.0,15.6387096774194,2025-03-22 17:07:18
82,41,41,response,8.2,69.41,11.77,11.9,8.23,20.6666666666667,0.666666666666667,3.98387096774194,0.387096774193548,0.693548387096774,0.0,0,1,0.586805555555556,0.0,9.75125448028674,2025-03-22 17:07:18
83,42,42,prompt,2.9,83.32,10.0,0.0,7.04,6.0,0.0,4.0,0.333333333333333,1.0,1.0,0,0,0.0,0.0,3.07777777777778,2025-03-22 17:07:19
84,42,42,response,12.8,35.98,17.73,16.2,11.68,20.75,0.0,5.13253012048193,0.470588235294118,0.746987951807229,0.75,1,0,0.45,0.0,11.3401960784314,2025-03-22 17:07:19
85,43,43,prompt,6.8,62.34,8.04,0.0,11.1,9.0,0.0,5.66666666666667,0.666666666666667,1.0,0.0,0,0,0.0,0.0,5.48888888888889,2025-03-22 17:07:19
86,43,43,response,4.8,78.45,6.08,8.2,7.59,12.3571428571429,0.131147540983607,3.74132947976879,0.384401114206128,0.430635838150289,0.0163934426229508,4,0,0.683560501495284,0.00144508670520231,5.847181323783,2025-03-22 17:07:19
87,44,44,prompt,1.3,92.8,1.6,0.0,11.73,5.0,0.0,4.2,0.6,1.0,0.0,0,0,0.0,0.0,2.3,2025-03-22 17:07:19
88,44,44,response,11.6,49.86,13.86,14.2,9.77,23.8461538461538,0.357142857142857,5.06129032258065,0.504615384615385,0.587096774193548,0.0714285714285714,1,1,0.525038961038961,0.0,11.9835897435897,2025-03-22 17:07:20
89,45,45,prompt,-1.9,117.16,2.0,0.0,10.2,6.0,0.0,3.5,0.5,1.0,0.0,0,0,0.5,0.0,1.53333333333333,2025-03-22 17:07:20
90,45,45,response,8.4,63.7,12.23,11.9,10.35,19.3333333333333,0.333333333333333,4.32758620689655,0.430894308943089,0.689655172413793,0.0,0,0,0.4675,0.0,9.38807588075881,2025-03-22 17:07:20
91,46,46,prompt,7.2,50.5,11.6,0.0,7.78,5.0,0.0,4.8,0.0,1.0,0.0,0,0,0.0,0.0,4.06666666666667,2025-03-22 17:07:20
92,46,46,response,15.0,30.09,17.92,17.5,10.44,28.4285714285714,0.285714285714286,4.7035175879397,0.45771144278607,0.638190954773869,0.285714285714286,2,1,0.378191889129389,0.0,14.6287609571192,2025-03-22 17:07:20
93,47,47,prompt,3.3,87.72,8.04,0.0,7.59,10.0,0.0,3.9,0.2,0.8,0.0,0,0,0.0,0.0,4.5,2025-03-22 17:07:20
94,47,47,response,4.8,78.25,8.0,0.0,8.87,14.0,0.0,3.21428571428571,0.285714285714286,0.857142857142857,0.0,0,0,0.0,0.0,6.36190476190476,2025-03-22 17:07:20
95,48,48,prompt,0.9,104.64,3.6,0.0,7.59,9.0,0.0,3.44444444444444,0.444444444444444,0.888888888888889,0.0,0,0,0.3,0.0,3.44814814814815,2025-03-22 17:07:20
96,48,48,response,12.4,37.1,15.02,14.4,11.65,20.7,0.2,4.85990338164251,0.431192660550459,0.632850241545894,0.0,0,1,0.457058823529412,0.00483091787439614,11.1770642201835,2025-03-22 17:07:21
97,49,49,prompt,1.7,102.61,4.4,0.0,7.05,12.0,0.0,3.66666666666667,0.25,0.916666666666667,0.0,0,0,0.333333333333333,0.0,4.65,2025-03-22 17:07:21
98,49,49,response,9.5,60.65,12.51,11.9,12.34,21.6666666666667,0.333333333333333,4.56923076923077,0.261538461538462,0.738461538461539,1.0,0,0,0.431666666666667,0.0,10.4760683760684,2025-03-22 17:07:21
99,50,50,prompt,6.4,74.19,8.46,0.0,8.84,14.0,0.0,4.42857142857143,0.571428571428571,0.928571428571429,0.0,0,0,0.6,0.0,6.99047619047619,2025-03-22 17:07:21
100,50,50,response,10.3,53.21,10.94,11.4,8.18,20.05,0.0952380952380952,4.64837905236908,0.497560975609756,0.476309226932668,0.19047619047619,2,0,0.402131834215168,0.0,10.2825203252033,2025-03-22 17:07:21
101,51,51,prompt,8.8,51.85,8.04,0.0,8.49,11.0,0.0,5.18181818181818,0.636363636363636,0.909090909090909,0.0,0,0,0.5,0.0,6.81212121212121,2025-03-22 17:07:21
102,51,51,response,13.9,22.41,13.07,15.4,10.01,17.7,0.0416666666666667,5.36158192090396,0.483783783783784,0.570621468926554,0.0833333333333333,0,0,0.430883005883006,0.00282485875706215,10.6945945945946,2025-03-22 17:07:22
103,52,52,prompt,3.6,97.54,6.4,0.0,7.39,18.0,0.0,3.33333333333333,0.111111111111111,0.888888888888889,0.0,0,0,0.0,0.0,7.23703703703704,2025-03-22 17:07:22
104,52,52,response,6.3,79.8,7.32,6.0,8.95,20.75,0.0,3.95180722891566,0.24390243902439,0.63855421686747,1.0,0,0,0.566666666666667,0.0,9.0979674796748,2025-03-22 17:07:22
105,53,53,prompt,3.3,93.14,4.8,0.0,6.86,13.0,0.0,4.15384615384615,0.461538461538462,0.846153846153846,0.0,1,0,0.0,0.0,5.58717948717949,2025-03-22 17:07:22
106,53,53,response,14.2,32.43,13.88,15.2,9.6,24.8125,0.315789473684211,5.10327455919396,0.543478260869565,0.501259445843829,0.0526315789473684,5,0,0.385819949281488,0.0,13.1853260869565,2025-03-22 17:07:22
107,54,54,prompt,0.9,104.64,3.6,0.0,7.59,9.0,0.0,3.66666666666667,0.444444444444444,0.888888888888889,0.0,0,0,0.3,0.0,3.44814814814815,2025-03-22 17:07:22
108,54,54,response,6.3,74.49,9.38,10.5,9.32,16.3333333333333,0.0,3.91836734693878,0.244897959183673,0.755102040816326,0.333333333333333,0,0,0.566666666666667,0.0,7.62607709750567,2025-03-22 17:07:22
109,55,55,prompt,0.1,106.67,2.8,0.0,6.24,9.0,0.0,3.44444444444444,0.555555555555556,1.0,0.0,0,0,0.783333333333333,0.0,3.21851851851852,2025-03-22 17:07:23
110,55,55,response,6.2,80.01,8.09,7.6,7.5,18.6,0.4,3.9247311827957,0.548387096774194,0.56989247311828,0.2,0,0,0.595833333333333,0.0,8.4494623655914,2025-03-22 17:07:23
111,56,56,prompt,3.3,93.14,4.8,0.0,8.18,14.0,0.0,3.57142857142857,0.285714285714286,1.0,0.0,0,0,0.5,0.0,5.86190476190476,2025-03-22 17:07:23
112,56,56,response,8.1,64.3,9.8,11.6,10.14,22.5,0.5,4.21111111111111,0.387755102040816,0.711111111111111,0.0,0,1,0.569444444444444,0.0,10.3292517006803,2025-03-22 17:07:23
113,57,57,prompt,4.4,95.51,7.2,0.0,5.41,19.0,0.0,3.52631578947368,0.368421052631579,0.842105263157895,0.0,0,0,0.3,0.0,7.92280701754386,2025-03-22 17:07:23
114,57,57,response,11.2,50.97,13.62,14.0,9.95,22.4,0.0,4.64285714285714,0.517543859649123,0.678571428571429,0.0,1,0,0.542361111111111,0.0,11.372514619883,2025-03-22 17:07:23
115,58,58,prompt,2.9,94.15,4.4,0.0,7.05,12.0,0.0,4.25,0.25,1.0,0.0,0,0,0.75,0.0,5.05,2025-03-22 17:07:23
116,58,58,response,11.4,50.46,14.73,15.0,10.27,26.3333333333333,0.0,4.41772151898734,0.392405063291139,0.69620253164557,0.0,0,1,0.514242424242424,0.0,12.7085794655415,2025-03-22 17:07:24
117,59,59,prompt,2.9,88.74,8.2,0.0,7.98,9.0,0.0,3.33333333333333,0.555555555555556,1.0,0.0,0,0,0.6,0.0,4.15185185185185,2025-03-22 17:07:24
118,59,59,response,13.4,34.46,13.9,14.9,10.33,22.6,0.0689655172413793,5.11327433628319,0.532646048109966,0.504424778761062,0.241379310344828,1,0,0.595845238095238,0.0,12.1775486827033,2025-03-22 17:07:24
119,60,60,prompt,8.0,70.13,11.64,0.0,8.04,19.0,0.0,3.94736842105263,0.315789473684211,0.842105263157895,0.0,0,0,0.7,0.0,9.10526315789474,2025-03-22 17:07:24
120,60,60,response,9.5,55.24,11.76,12.5,10.35,18.7142857142857,0.285714285714286,4.36641221374046,0.469230769230769,0.748091603053435,0.285714285714286,0,1,0.643229166666667,0.0,9.56117216117216,2025-03-22 17:07:24
121,61,61,prompt,-2.7,119.19,1.2,0.0,9.05,4.0,0.0,2.75,0.0,1.0,0.0,0,0,0.0,0.0,0.433333333333333,2025-03-22 17:07:24
122,61,61,response,12.4,42.31,15.71,15.3,10.28,24.1428571428571,0.1,4.58579881656805,0.377906976744186,0.579881656804734,0.3,0,0,0.263955026455026,0.00591715976331361,12.3069213732004,2025-03-22 17:07:25
123,62,62,prompt,10.0,32.56,18.0,0.0,10.2,6.0,0.0,5.0,0.5,1.0,0.0,0,0,0.1,0.0,5.5,2025-03-22 17:07:25
124,62,62,response,13.7,28.13,14.48,15.5,9.88,21.0666666666667,0.466666666666667,5.03481012658228,0.451219512195122,0.550632911392405,0.2,0,0,0.346651785714286,0.0,11.7392953929539,2025-03-22 17:07:25
125,63,63,prompt,11.5,28.5,21.38,0.0,12.86,11.0,0.0,5.54545454545455,0.363636363636364,1.0,0.0,0,0,0.0,0.0,7.62121212121212,2025-03-22 17:07:25
126,63,63,response,10.5,41.87,16.2,0.0,11.84,14.5,0.0,5.13793103448276,0.387096774193548,0.724137931034483,0.0,0,0,0.375,0.0,8.46236559139785,2025-03-22 17:07:25
127,64,64,prompt,4.4,79.26,3.6,0.0,9.35,10.0,0.0,4.3,0.6,1.0,0.0,0,0,0.5,0.0,5.0,2025-03-22 17:07:25
128,64,64,response,9.3,61.26,11.34,12.2,8.76,20.75,0.25,4.46184738955823,0.5,0.514056224899598,0.333333333333333,0,0,0.562301587301587,0.0,10.1833333333333,2025-03-22 17:07:25
129,65,65,prompt,9.5,49.82,11.35,0.0,7.93,13.0,0.0,4.46153846153846,0.461538461538462,0.846153846153846,0.0,0,0,0.3,0.0,7.65384615384615,2025-03-22 17:07:26
130,65,65,response,3.8,86.2,8.01,0.0,7.16,12.5,0.0,3.64,0.28,0.96,0.0,0,0,0.562962962962963,0.0,5.52666666666667,2025-03-22 17:07:26
131,66,66,prompt,4.8,89.08,6.4,0.0,8.38,19.0,0.0,3.57894736842105,0.105263157894737,0.842105263157895,0.0,0,0,0.0,0.0,7.96842105263158,2025-03-22 17:07:26
132,66,66,response,12.2,53.65,14.22,13.4,10.57,31.0,0.0,4.40725806451613,0.310861423220974,0.564516129032258,0.111111111111111,1,0,0.52761994949495,0.0,14.503620474407,2025-03-22 17:07:26
133,67,67,prompt,10.0,37.98,18.2,0.0,11.93,13.0,0.0,4.53846153846154,0.384615384615385,0.846153846153846,0.0,0,0,0.5,0.0,7.7948717948718,2025-03-22 17:07:26
134,67,67,response,17.1,8.67,15.01,17.8,10.5,23.6428571428571,0.0625,5.64954682779456,0.481159420289855,0.510574018126888,0.1875,0,1,0.410110028860029,0.0,13.7413388543823,2025-03-22 17:07:26
135,68,68,prompt,2.1,90.77,2.4,0.0,9.2,7.0,0.0,3.42857142857143,0.285714285714286,1.0,0.0,0,0,0.1125,0.0,3.12857142857143,2025-03-22 17:07:26
136,68,68,response,16.3,10.7,17.06,16.6,11.74,22.6315789473684,0.12,5.68837209302326,0.430131004366812,0.586046511627907,0.0,0,0,0.370549242424242,0.0,13.1205699839117,2025-03-22 17:07:27
137,69,69,prompt,5.2,71.82,13.2,0.0,9.95,8.0,0.0,5.75,0.375,1.0,0.0,0,0,0.0,0.0,4.525,2025-03-22 17:07:27
138,69,69,response,8.7,57.47,9.54,11.4,9.88,15.5,0.0,4.50691244239631,0.363247863247863,0.539170506912442,0.0,1,0,0.619246031746032,0.0,8.18774928774929,2025-03-22 17:07:27
139,70,70,prompt,0.5,105.66,3.2,0.0,9.95,8.0,0.0,4.375,0.625,1.0,0.0,0,0,1.0,0.0,3.04166666666667,2025-03-22 17:07:27
140,70,70,response,21.2,35.62,26.18,0.0,11.99,27.5,0.0,4.45454545454545,0.318181818181818,0.781818181818182,0.0,1,0,0.81547619047619,0.0,16.3393939393939,2025-03-22 17:07:27
